id,group_name,song_name,is_active,created_at,mv,fam,bars_per_phrase
526,"SWEET STEADY",DASH!!!,t,"2026-07-30 15:31:08.531249+00",f,f,
95,"SWEET STEADY",Melodies,t,"2026-04-24 08:20:48.502928+00",t,f,
98,"SWEET STEADY",S.O.S,t,"2026-04-24 08:20:48.502928+00",f,f,
77,"SWEET STEADY","SWEET BLOOM",t,"2026-04-24 08:20:48.502928+00",f,f,
78,"SWEET STEADY","Sweet Cafe",t,"2026-04-24 08:20:48.502928+00",f,f,
79,"SWEET STEADY","SWEET STEP",t,"2026-04-24 08:20:48.502928+00",t,t,
80,"SWEET STEADY",YAKIMOCHI,t,"2026-04-24 08:20:48.502928+00",t,f,
97,"SWEET STEADY",いぶいぶっ！,t,"2026-04-24 08:20:48.502928+00",f,f,
81,"SWEET STEADY",おねがいペンタス,t,"2026-04-24 08:20:48.502928+00",f,f,
96,"SWEET STEADY",ガーベラの花のように,t,"2026-04-24 08:20:48.502928+00",f,f,
82,"SWEET STEADY",カワイイコレクション,t,"2026-04-24 08:20:48.502928+00",t,t,
83,"SWEET STEADY",ぐっじょぶ！,t,"2026-04-24 08:20:48.502928+00",t,t,
84,"SWEET STEADY",すいすてたいむ,t,"2026-04-24 08:20:48.502928+00",f,t,
85,"SWEET STEADY",ダイヤモンドデイズ,t,"2026-04-24 08:20:48.502928+00",t,t,
519,"SWEET STEADY",とびきりドラマティカ,t,"2026-06-12 02:47:34.992811+00",t,f,
86,"SWEET STEADY",なりたい私,t,"2026-04-24 08:20:48.502928+00",f,f,
87,"SWEET STEADY",なんてねっ！,t,"2026-04-24 08:20:48.502928+00",t,t,
88,"SWEET STEADY",ハートの魔法,t,"2026-04-24 08:20:48.502928+00",f,t,
89,"SWEET STEADY",ぱじゃまぱーてぃー！,t,"2026-04-24 08:20:48.502928+00",t,t,
90,"SWEET STEADY",ファンファーレ,t,"2026-04-24 08:20:48.502928+00",f,f,
91,"SWEET STEADY",ミチシルベ,t,"2026-04-24 08:20:48.502928+00",f,f,
92,"SWEET STEADY",ワガママ,t,"2026-04-24 08:20:48.502928+00",f,f,
93,"SWEET STEADY",始まりの合図,t,"2026-04-24 08:20:48.502928+00",t,t,
94,"SWEET STEADY",新世界クレッシェンド,t,"2026-04-24 08:20:48.502928+00",f,t,
523,"SWEET STEADY",気味が悪いんだからねっ,t,"2026-07-04 15:01:50.573073+00",t,f,
